entity	type	label_pt	comment_pt	label_en	comment_en	wikidata
Bom_Jardim,_Maranhão	Municipalities_in_Maranhão	Bom Jardim (Maranhão)	Bom Jardim é um município brasileiro do estado do Maranhão. Localiza-se a uma latitude 04º44'30 sul e a uma longitude 44º21'00 oeste, estando a uma altitude de 40 metros. Sua população é de 40.898 habitantes segundo estimativa do IBGE em 2016. Possui área de 6.771,88 km². Localizada às margens da BR-316, que a liga ao estado do Pará.	Bom Jardim, Maranhão	Bom Jardim is a municipality in the state of Maranhão in the Northeast region of Brazil. The population is 34,474. The former mayor of Bom Jardim, Lidiane Leite, was arrested for the embezzlement of US$ 4 million from the municipality.	
Bom_Jesus_das_Selvas	Municipalities_in_Maranhão	Bom Jesus das Selvas	Bom Jesus das Selvas é um município brasileiro do estado do Maranhão. Localiza-se a 465 km de São Luis, capital do Estado. Sua população estimada em 2010 era de 31.320 habitantes.Dada sua localização privilegiada na planície, em terras altas da Amazônia Oriental, oferece a natureza aos seus moradores um espetáculo de indivisível beleza do dia “A aurora com sol nascente e o por do sol”.O município tem 92 povoados, possuindo uma área de 2.679,418 km², situada à margem direita do Rio Pindaré. Ao norte, limita-se com o município de Bom Jardim, ao sul com município Amarante do Maranhão, ao leste com o município de Buriticupu e ao oeste com o município de Açailândia. O relevo é formado na planície, em terras altas da Amazônia Oriental. Seu clima é quente úmido e sua temperatura, cerca de 36 °C.A	Bom Jesus das Selvas	Bom Jesus das Selvas is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Bom_Jesus_do_Araguaia	Municipalities_in_Mato_Grosso	Bom Jesus do Araguaia	Bom Jesus do Araguaia é um município brasileiro do estado de Mato Grosso. Sua população estimada em 2004 era de 4.403 habitantes. Localizado na região Nordeste do Estado tem em seu município as melhores terras para produção agrícola da Região do Araguaia.	Bom Jesus do Araguaia	Bom Jesus do Araguaia is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Bom_Jesus_do_Tocantins,_Pará	Municipalities_in_Pará	Bom Jesus do Tocantins (Pará)	Bom Jesus do Tocantins é um município brasileiro do interior do estado do Pará. Localiza-se a uma latitude 05º03'05 sul e a uma longitude 48º36'32 oeste, estando a uma altitude de 175 metros. Sua população estimada em 2012 era de 15.629 habitantes. O município possui uma área de 2.816,425 km² localizando-se no sudeste paraense, sendo também parte da Região Metropolitana de Marabá. É entrecortado pela rodovia BR-222 que o liga a todo o Brasil. O município possui além da sede, dois núcleos urbanos expressivos: São Raimundo (km 40) e São Francisco (Casca Seca).	Bom Jesus do Tocantins, Pará	Bom Jesus do Tocantins is a municipality located in the Brazilian state of Pará. Its population was 13.913 (2004), and its area is 2,816.425 km². The municipality was founded on May 10, 1988, after separating from São João do Araguaia city. The districts of Bom Jesus do Tocantins, Vila São Raimundo and Vila Carne do Sul are part of the municipality. There is an Indian reservation in the municipality, named Mãe Maria, inhabited by the Gavião people, which are the Kyikatejê and Parkatejê villages. Gavião Kyikatejê Futebol Clube is the football club based in the city.	
Bom_Jesus_do_Tocantins,_Tocantins	Municipalities_in_Tocantins	Bom Jesus do Tocantins (Tocantins)	Bom Jesus do Tocantins é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 08º57'54 sul e a uma longitude 48º09'59 oeste, estando a uma altitude de 204 metros. Sua população estimada em 2004 era de 2 251 habitantes. Possui uma área de 1338,2 km².	Bom Jesus do Tocantins, Tocantins	(Not to be confused with Bom Jesus do Tocantins, Pará.) Bom Jesus do Tocantins is a municipality located in the Brazilian state of Tocantins. Its population is estimated at 4,477 (2015), and its area is 1333 km².	
Bom_Lugar	Municipalities_in_Maranhão	Bom Lugar	Bom Lugar é um município do estado do Maranhão, Brasil. Localiza-se na microrregião do Médio Mearim, mesorregião do Centro Maranhense. O município tem 12 317 habitantes (2003) e 264 km². Foi fundado em 1997.	Bom Lugar	Bom Lugar is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Bonfim,_Roraima	Municipalities_in_Roraima	Bonfim (Roraima)	Bonfim é um município do estado brasileiro de Roraima, sendo o quinto maior em população segundo a estimativa de 2005 do Instituto Brasileiro de Geografia e Estatística. A sede do município faz fronteira com a cidade de Lethem, capital da região 9 na Guiana. A sede de Bonfim encontra-se ainda conurbada à cidade guianense de Lethem, constituindo uma aglomeração urbana transnacional. As duas manchas urbanas encontram-se separadas apenas pelo rio Tacutu, sobre o qual passa a ponte Brasil-Guiana, numa extensão da BR-401.	Bonfim, Roraima	Bonfim is a municipality located in the mideast of the state of Roraima in Brazil. Its population is 12,626 and its area is 8,095 km². The city lies opposite the Takutu River from Lethem, Guyana. The Takutu River Bridge links Bonfim and Roraima with the town of Lethem and the Atlantic port of Georgetown, Guyana.	
Bonito,_Pará	Municipalities_in_Pará	Bonito (Pará)	Bonito é um município brasileiro do estado do Pará. Localiza-se a uma latitude 01º21'45 sul e a uma longitude 47º18'21 oeste, estando a uma altitude de 49 metros. Sua população estimada em 2004 era de 10.493 habitantes. Possui uma área de 564,8599 km². Fez parte do município de São Miguel do Guamá até 1961, quando obteve autonomia municipal.	Bonito, Pará	Bonito, Pará is a municipality in the state of Pará in the Northern region of Brazil.	
Borba,_Amazonas	Municipalities_in_Amazonas_(Brazilian_state)	Borba (Amazonas)	Borba é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Pertencente à Mesorregião do Sul Amazonense e Microrregião do Madeira, localiza-se a sul de Manaus, capital do estado, distando desta cerca de 208 quilômetros. Sua população, estimada pelo IBGE em 2015, era de 39 292 habitantes, sendo assim o décimo-quarto município mais populoso do estado e o terceiro de sua microrregião. Seu Índice de Desenvolvimento Humano (IDH) é de 0.599, de acordo com dados de 2000, o que é considerado médio pelo Programa das Nações Unidas para o Desenvolvimento (PNUD).	Borba, Amazonas	Borba is a town and municipality in the state of Amazonas in northern Brazil.	
Bragança,_Pará	Municipalities_in_Pará	Bragança (Pará)	Bragança é um município brasileiro do  estado do Pará. Localiza-se na latitude 01° 03' 13 sul e longitude 46° 45' 56 oeste, estando à altitude de 19 metros. Sua população estimada em 2014 era de 120.124 habitantes.	Bragança, Pará	Bragança, Pará is a municipality in the state of Pará in the Northern region of Brazil. The municipality contains part of the 27,864 hectares (68,850 acres) Tracuateua Marine Extractive Reserve, a sustainable use conservation unit created in 2005.It contains the 42,069 hectares (103,950 acres) Caeté-Taperaçu Marine Extractive Reserve, created in 2005.	
Brasil_Novo	Municipalities_in_Pará	Brasil Novo (Pará)	Brasil Novo é um município brasileiro do estado do Pará, pertencente à Mesorregião do Sudoeste Paraense. Localiza-se no norte brasileiro, a uma latitude 03º18'17 sul e a uma longitude 53º32'08 oeste, estando a uma altitude de 190 metros. Com uma área de 6.362 km² e população estimada em 2014 de 15.690 habitantes, segundo dados do IBGE.	Brasil Novo	Brasil Novo is a municipality in the state of Pará in the Northern region of Brazil.	
Brasilândia_do_Tocantins	Municipalities_in_Tocantins	Brasilândia do Tocantins	Brasilândia do Tocantins é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 08º23'15 sul e a uma longitude 48º28'52 oeste, estando a uma altitude de 224 metros. Sua população estimada em 2009 era de 2 500 habitantes.Possui uma área de 644,22 km².	Brasilândia do Tocantins	Brasilândia do Tocantins is a municipality located in the Brazilian state of Tocantins. Its population was 2,177 (2015) and its area is 641 km².	
Brasiléia	Municipalities_in_Acre_(state)	Brasiléia	Brasiléia é um município brasileiro localizado no sul do estado do Acre. Sua população, estimada pelo Instituto Brasileiro de Geografia e Estatística (IBGE) em 2014, era de 23 378 habitantes. Sua área é de 3916,507 km² (com uma densidade de 5,46 h/km²).	Brasiléia	Brasiléia is a Brazilian municipality located in the northern state of Acre. Its population in 2007 was estimated at 20,238 inhabitants. Its area is 336.189 km².Located 237 km south of White River on the border with Bolivia, has its limits with the municipalities Epitaciolândia, Brazil Assisi, and Sena Madureira Xapuri.Although established as a free trade area, it is still not regulated. Currently, it is recorded heavy dependence on trade with the neighboring municipality of Cobija Bolivia, contrary to what happened in decades past, when the fact was the reverse.	
Brasnorte	Municipalities_in_Mato_Grosso	Brasnorte	Brasnorte é um município brasileiro do estado de Mato Grosso. Localiza-se a uma latitude 12º09'18 sul e a uma longitude 57º58'44 oeste, estando a uma altitude de 317 metros. Sua população estimada em 2009 era de 15.098 habitantes. Possui uma área de 16020,9 km².	Brasnorte	Brasnorte is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Brejinho_de_Nazaré	Municipalities_in_Tocantins	Brejinho de Nazaré	Brejinho de Nazaré é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 11º00'00 sul e a uma longitude 48º33'56 oeste, estando a uma altitude de 247 metros. Sua população estimada em 2004 era de 4.407 habitantes e em 2007 de 5.295 e em 2015 de 7.531 Possui uma área de 1728,9 km². A cidade é a terra natal do jogador Antônio Flávio, que já atuou no futebol sueco e atualmente atua no futebol chinês.	Brejinho de Nazaré	Brejinho de Nazaré is a municipality located in the Brazilian state of Tocantins. Its population was 5,451 (2015) and its area is 1,724 km².	
Brejo	Municipalities_in_Maranhão	Brejo (Maranhão)	Brejo é um município brasileiro do estado do Maranhão localizado no Leste Maranhense. Sua população em 2010 era de 33.314 habitantes.	Brejo	Brejo is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Brejo_Grande_do_Araguaia	Municipalities_in_Pará	Brejo Grande do Araguaia	Brejo Grande do Araguaia é um município brasileiro do estado do Pará. Localiza-se a uma latitude 05º41'56 sul e a uma longitude 48º24'47 oeste, estando a uma altitude de 110 metros. Sua população estimada em 2012 era de 7.295 habitantes. Possui uma área de 1162,399 km².	Brejo Grande do Araguaia	Brejo Grande do Araguaia is a municipality in the state of Pará in the Northern region of Brazil.	
Brejo_de_Areia	Municipalities_in_Maranhão	Brejo de Areia	Brejo de Areia é um município brasileiro do estado do Maranhão. Sua população estimada em 2004 era de 8.550 habitantes.	Brejo de Areia	Brejo de Areia is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Breu_Branco	Municipalities_in_Pará	Breu Branco	Breu Branco é um município brasileiro do estado do Pará, pertencente à mesorregião do Sudeste Paraense e microrregião de Tucuruí. Localiza-se no norte brasileiro, a uma latitude 04º04'04 sul e longitude 49º38'13 oeste.	Breu Branco	Breu Branco is a municipality in the state of Pará in the Northern region of Brazil.	
Breves,_Pará	Municipalities_in_Pará	Breves	Breves é um município brasileiro do estado do Pará, pertencente à Mesorregião do Marajó. Localiza-se no norte brasileiro ao sudoeste na Ilha de Marajó, a uma latitude 01º40'56 sul e longitude 50º28'49 oeste.	Breves, Pará	Breves is a Brazilian municipality located in the state of Pará, on the island of Marajó. Its population as of 2008 is estimated to be 99,223 people. The area of the municipality is 9,550.454 km². The city belongs to the mesoregion Marajó and to the microregion of Furos de Breves.	
